ep_id,name,country,group,section_a_items,section_c_items,section_a_count,section_c_count,pdf_path
124985,Luke Ming FLANAGAN,Ireland,The Left group in the European Parliament - GUE/NGL,Member of the European Parliament Public Information Monthly || NORML - National organisation for the Reform of Mirjana Laws Irl.LdtXEN,,2,0,declarations/124985_Luke_Ming_FLANAGAN.pdf
197414,Loucas FOURLAS,Cyprus,Group of the European People's Party (Christian Democrats),Member of the European Parliament public information MonthlyEN,,1,0,declarations/197414_Loucas_FOURLAS.pdf
256913,Emma FOURREAU,France,The Left group in the European Parliament - GUE/NGL,Salariée de campagne - Association de Financement de la campagne présidentielle (campagne France Insoumise 2022)2895 || Assistante Parlementaire - Assemblée Nationale Française (juillet 2022 - juillet 2024)36515,,2,0,declarations/256913_Emma_FOURREAU.pdf
198490,Emmanouil FRAGKOS,Greece,European Conservatives and Reformists Group,Μέλος του Ευρωπαϊκού Κοινοβουλίου Δημόσια πληροφορίαΜηνιαίωςEL,,1,0,declarations/198490_Emmanouil_FRAGKOS.pdf
257066,André FRANQUEIRA RODRIGUES,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Assessor - Grupo Socialista na Assembleia da República (2022-12/2023)56008 || Deputado à Assembleia Legislativa da Região Autónoma dos Açores (02/2024-07/2024)3100 || Member of the Secretariado Regional do Partido Socialista dos Azores || Secretario-Coordenador de Ilha do PS Sao Miguel || Membro da Comissão Nacional do PS (2022-01/2024)XPT,Member of the Secretariado Regional do Partido Socialista dos Azores || Secretario-Coordenador de Ilha do PS Sao MiguelXPT,5,2,declarations/257066_André_FRANQUEIRA_RODRIGUES.pdf
106936,Daniel FREUND,Germany,Group of the Greens/European Free Alliance,Member of the European Parliament 8617,Member of the assembly of curators of the Institute for European Politics (IEP) || Member of the Political Observatory of the Jaques Delors Institute in ParisXEN,1,2,declarations/106936_Daniel_FREUND.pdf
256876,Anne-Sophie FRIGOUT,France,Patriots for Europe Group,Conseillère régionale Grand-Est 2817 || Enseignante en Histoire-Géographie 2386 || Députée nationale 9665 || conseil d'administration du conservatoire des espaces naturels de Lorraine en tant que conseillère régionale || conseil académique de la vie lycéenne en tant que conseillère régionale || conseil d'administration du parc naturel régional de la montagne de Reims || conseil d'administration de l'agence régionale du tourisme du Grand-Est || conseil d'administration de l'ESAD à Reims,conseil d'administration du conservatoire naturel de Lorraine || conseil académique de la vie lycéenne en tant que conseillère régionale || conseil d'administration de l'agence régionale du tourisme du Grand-Est || conseil d'administration de l'ESAD à Reims || conseil d'administration du parc naturel de la Montagne de ReimsXFR,8,5,declarations/256876_Anne-Sophie_FRIGOUT.pdf
257038,Sigrid FRIIS,Denmark,Renew Europe Group,"Konsulent, DJØF (Indtil august 2021) 33107 || Konsulent, Dansk Fjernvarme (September 2021 - March 2024)500000 || Hovedbestyrelsesmedlem, Radikale Venstre (fra 2020) || Forretningsudvalgsmedlem, Radikale Venstre (2020-2022) || Repræsentantskab, Kvindernes Bygning XDA","Hovedbestyrelsesmedlem, Radikale Venstre (fra 2020) || Repræsentantskab, Kvindernes Bygning XDA",5,2,declarations/257038_Sigrid_FRIIS.pdf
197391,Heléne FRITZON,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,"Member of the European Parliament public information Månadsvis || Arrende jordbruksfastighet 8000 || Ledamot av partistyrelsen, SocialdemokraternaXSV","Ledamot av partistyrelsen, Socialdemokraterna i SverigeXSV",3,1,declarations/197391_Heléne_FRITZON.pdf
190574,Tomasz FROELICH,Germany,Europe of Sovereign Nations Group,Policy Advisor ID Group 7262 || Vice-Chairman Junge Alternative,Vice-Chairman Junge Alternative,2,1,declarations/190574_Tomasz_FROELICH.pdf
101585,Niels FUGLSANG,Denmark,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Medlem af Europa-Parlamentet Offentlig tilgængelig informationMånedligt || Erhvervs Phd stipendiat (indtil december || Bestyrelsesmedlem og Næstformand i organisationen EUFORESXDA,Bestyrelsesmedlem og Næstformand i organisationen EUFORESXDA,3,1,declarations/101585_Niels_FUGLSANG.pdf
257299,Kathleen FUNCHION,Ireland,The Left group in the European Parliament - GUE/NGL,Member of Dail Eireann 10176,,1,0,declarations/257299_Kathleen_FUNCHION.pdf
256896,Angéline FURET,France,Patriots for Europe Group,Président de la SASU Le Furet à Plumes || Président de l´association loi 1901 Les Discussions du Maine (28/06/2018-02/05/2024)XFR,Président de la SASU Le Furet à Plumes,2,1,declarations/256896_Angéline_FURET.pdf
197795,Mario FURORE,Italy,The Left group in the European Parliament - GUE/NGL,Deputato al Parlamento Europeo Informazione pubblicaMensileIT,,1,0,declarations/197795_Mario_FURORE.pdf
2341,Michael GAHLER,Germany,Group of the European People's Party (Christian Democrats),"Mitglied des Europäischen Parlaments öffentlich verfügbare Informationmonatlich || Europäische Bewegung Deutschlands, Vizepräsident || Robert-Schuman-Stiftung, Luxembourg, V orstandsmitglied || Konrad-Adenauer-Stiftung, Berlin, Mitglied || The Kangaroo Group AISBL, Brüssel, Präsident || Paneuropa-Union Deutschland e.V ., München, Vizepräsident || European Endowment for Democracy, Brussels, Member of the Board of GovernorsXDE","Europäische Bewegung Deutschlands, Vizepräsident || Robert-Schuman-Stiftung, Luxembourg, V orstandsmitglied || Union of the Robert Schuman Institute for Developing Democracy in Central and Eastern Europe (Robert Schuman Institute), Budapest, Supervisory Board Member || Konrad-Adenauer-Stiftung, Berlin, Mitglied || The Kangaroo Group, Brussels, President || Paneuropa-Union Deutschland, München, Vizepräsident || European Endowment for Democracy, Brussels, Member of the Board of GovernorsXDE",7,7,declarations/2341_Michael_GAHLER.pdf
28150,Kinga GÁL,Hungary,Patriots for Europe Group,Európai parlamenti képviselő Public information Havonta || Tom Lantos Institute (Executive Committee) || Fidesz Magyar Polgári Szövetség (Vice- President || Political Network for Values (Board of Directors)XHU,Fidesz Magyar Polgári Szövetség (Vice- President) || Tom Lantos Institute (Executive Committee) || Political Network for Values (Board of Directors)XHU,4,3,declarations/28150_Kinga_GÁL.pdf
257012,Estrella GALÁN,Spain,The Left group in the European Parliament - GUE/NGL,"Directora General Comisión Española de Ayuda al Refugiado65000 || Responsable módulo de Asilo, refugio y migraciones - Máster Acción Solidaria Internacional - Universidad Carlos III de Madrid || Miembro del Foro para la Integración social de los Inmigrantes (FISI) del Ministerio de inclusión y migraciones || Miembro del Consejo Asesor de la Cátedra de Refugiados y Migrantes Forzosos - Universidad Pontificia de Comillas || Miembro EAPN (Red Europea de Lucha contra la Pobreza y la Exclusión Social) || Miembro de la Coordinadora de ONGs de desarrollo de España || Miembro del Patronato de la Fundación AlternativasXES",Miembro del Patronato de la Fundación AlternativasXES,7,1,declarations/257012_Estrella_GALÁN.pdf
197702,Lina GÁLVEZ,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,"Miembro del Parlamento Europeo Información PúblicaMensual || Secretaria de Política Europea e Internacional, Ejecutiva PSOE Andalucía || Presidenta Consejo Científico y Vicepresidenta FEPS || V ocal Ejecutiva Economistas Frente a la Crisis || Miembro del Consejo de Dirección de Foro de Ciencia y Tecnología (STS Forum) || Pertenencia al Observatorio GEPDo","Secretaria de Política Europea e Internacional, Ejecutiva PSOE Andalucía || Presidenta Consejo Científico y Vicepresidenta FEPS || V ocal Ejecutiva Economistas Frente a la Crisis || Miembro del Consejo de Dirección de Foro de Ciencia y Tecnología (STS Forum)XES",6,4,declarations/197702_Lina_GÁLVEZ.pdf
257097,Alberico GAMBINO,Italy,European Conservatives and Reformists Group,Collaboratore Questore alla Camera dei Deputati On. Edmondo Cirielli (da Gennaio 2022 a Ottobre 2022)10383 || Segretario particolare Vice Ministro agli affari esteri e alla cooperazione On. Edmondo Cirielli (da Novembre 2022 a Maggio 2024)55000,,2,0,declarations/257097_Alberico_GAMBINO.pdf
28298,Iratxe GARCÍA PÉREZ,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Diputada al Parlamento Europeo Información PúblicaMensual || Patrona del Patronato de la Fundación Pablo Iglesias || Miembro de la Comisión Ejecutiva Federal del PSOEXES,Miembro de la Comisión Ejecutiva Federal del PSOEXES,3,1,declarations/28298_Iratxe_GARCÍA_PÉREZ.pdf
256970,Raquel GARCÍA HERMIDA-VAN DER WALLE,Netherlands,Renew Europe Group,Director - Hoogeveen Public Library 79000 || Member - Verantwoordingsorgaan Pensioenfonds Openbare Bibliotheken3603 || Member - Supervisory Board Stichting AAP || Member - Board Stichting for Extraordinary Plants || Regional Chair - D66 Fryslan,,5,0,declarations/256970_Raquel_GARCÍA_HERMIDA-VAN_DER_WALLE.pdf
197628,Jean-Paul GARRAUD,France,Patriots for Europe Group,Député européen information publiqueMensuelle || Président de l'Association Professionnelle des Magistrats || Société Civile Immobilière CAPCOLLIOURE - Associé || Mandat de Conseiller régional - Conseil régional d'OccitanieXFR,Président de l'Association Professionnelle des Magistrats || Société Civile Immobilière CAPCOLLIOURE - Associé || Mandat de Conseiller régional - Conseil régional d'OccitanieXFR,4,3,declarations/197628_Jean-Paul_GARRAUD.pdf
257032,Kamila GASIUK-PIHOWICZ,Poland,Group of the European People's Party (Christian Democrats),Poseł na Sejm 161466 || Czlonek Krajowej Rady Sądownictwa 78741,,2,0,declarations/257032_Kamila_GASIUK-PIHOWICZ.pdf
256986,Geadis GEADI,Cyprus,European Conservatives and Reformists Group,Κοινοβουλευτικός Συνεργάτης στη Βουλή των Αντιπροσώπων της Κυπριακής Δημοκρατίας - Εκπρόσωπος Τύπου ΕΛΑΜ2400,,1,0,declarations/256986_Geadis_GEADI.pdf
257092,Hanna GEDIN,Sweden,The Left group in the European Parliament - GUE/NGL,"Partisekreterare och biträdande partisekreterare, Vänsterpartiet42000 || Medlemskap i Vänsterpartiet || Contract agent EP 6000 || Medlem i bostadsrättsföreningen Vågen, MalmöXSV","Vänsterpartiet || Medlem i bostadsrättsföreningen Vågen, MalmöXSV",4,2,declarations/257092_Hanna_GEDIN.pdf
183916,Alexandra GEESE,Germany,Group of the Greens/European Free Alliance,"Member of the European Parliament Public information Monthly || Member of the board of ""Europe Calling e.V .""","Member of the board of ""Europe Calling e.V .""",2,1,declarations/183916_Alexandra_GEESE.pdf
96833,Jens GEIER,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Aufsichtsrat der Deutschen Edelstahlwerke (DEW)8000 || Ruhender Arbeitsvertrag mit Deloitte Real Estate Consulting || V orstand des Vereins für Kinder- und Jugendarbeit in sozialen Brennpunkten e.V . (VKJ) || Mitglied des Europäischen Parlaments Öffentliche InformationmonatlichDE,V orstand des Vereins für Kinder- und Jugendarbeit in sozialen Brennpunkten (VKJ)XDE,4,1,declarations/96833_Jens_GEIER.pdf
256939,Thomas GEISEL,Germany,Non-attached Members,Rechtsanwaltskanzlei VCvF 11473 || Freie Beratertätigkeit 3933 || Buchvorstellung 750 || Mitglied des Kuratoriums Duesseldorf Festival!XDE,Mitglied des Kuratoriums Duesseldorf Festival!XDE,4,1,declarations/256939_Thomas_GEISEL.pdf
197794,Chiara GEMMA,Italy,European Conservatives and Reformists Group,"Parlamentare Europeo Informazione PubblicaMensile || Docente Universitario in aspettativa per mandato politico, ""Universita' degli Studi di Bari Aldo Moro""XIT","Docente Universitario in aspettativa per mandato politico, ""Universita' degli Studi di Bari Aldo Moro""XIT",2,1,declarations/197794_Chiara_GEMMA.pdf
197416,Giorgos GEORGIOU,Cyprus,The Left group in the European Parliament - GUE/NGL,Μέλος του Ευρωπαϊκού Κοινοβουλίου Δημόσια ΠληροφορίαΜηνιαίωςEL,,1,0,declarations/197416_Giorgos_GEORGIOU.pdf
96940,Gerben-Jan GERBRANDY,Netherlands,Renew Europe Group,V oorzitter Nationale Agenda Laadinfrastructuur (tot 06/2024)4000 || Senior consultant - Publyon (tot 10/2023) 5000 || V oorzitter Raad van Toezicht en Inspiratie - Transitiecoalitie V oedsel (tot 03/2024) || Bestuurslid HV & CV Quick || V oorzitter Raad van Advies CML Universiteit LeidenXNL,Bestuurslid HV & CV Quick || V oorzitter Raad van Advies CML Universiteit LeidenXNL,5,2,declarations/96940_Gerben-Jan_GERBRANDY.pdf
256901,Jean-Marc GERMAIN,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Conseiller Regional d´Ile de France 2995 || Inspecteur Général de l´Insee 7949,Conseiller Regional d´Ile de France 2995,2,1,declarations/256901_Jean-Marc_GERMAIN.pdf
256866,Gabriella GERZSENYI,Hungary,Group of the European People's Party (Christian Democrats),European Commission official in DG ENV (on CCP as of January 2022)9670 || Freelance writer 89280 || Freelance writer 378933 || Freelance writer 253855 || Farmer,,5,0,declarations/256866_Gabriella_GERZSENYI.pdf
251874,Niels GEUKING,Germany,Group of the European People's Party (Christian Democrats),"Mitglied des Europäischen Parlaments Öffentliche Informationjährlich || Kreistagsmitglied Coesfeld 1500 || Stadtrat Stadt Billerbeck 200 || Schatzmeister ECP Youth || Bundesvorstand, Landesvorstand NRW, Kreisverband Coesfeld, Stadtverband Billerbeck Familien-Partei DeutschlandsXDE","Bundesvorstand, Landesvorstand NRW, Kreisverband Coesfeld, Stadtverband Billerbeck Familien-Partei DeutschlandsXDE",5,1,declarations/251874_Niels_GEUKING.pdf
124807,Jens GIESEKE,Germany,Group of the European People's Party (Christian Democrats),"Mitglied des Europäischen Parlaments Öffentliche Informationmonatlich || Selbstständiger Rechtsanwalt, zugelassen am OLG Bezirk Oldenburg500 || V orsitzender der CDU im Emsland || Beisitzer im Landesvorstand der CDU Niedersachsen || Kooptiertes Mitglied CDU-Bezirks- & Kreisvorstände Weser-EmsXDE",V orsitzender der CDU im Emsland || Beiseitzer im Landesvorstand der CDU Niedersachsen || Kooptiertes Mitglied CDU-Bezirks- & Kreisvorstände Weser-EmsXDE,5,3,declarations/124807_Jens_GIESEKE.pdf
125204,Borja GIMÉNEZ LARRAZ,Spain,Group of the European People's Party (Christian Democrats),Asistente Parlamentario 7100 || Secretario de Unión Europea (PP Aragón),Secretario de Unión Europea (PP Aragón),2,1,declarations/125204_Borja_GIMÉNEZ_LARRAZ.pdf
125052,Juan Carlos GIRAUTA VIDAL,Spain,Patriots for Europe Group,"Columnista en el diario ABC (2021-2023) 6000 || Columnista en el diario El Debate (2024) 7000 || Asesor de una fundación Hispanojudía 2000 || Abogado de l'asociacion ACOM (asesoría jurídica)1000 || Escritor de libro Sentimentales, Ofendidos, Mediocres y Agresivos (2022)3000 || Guion de un documental para la productora D Verdad Media6000",Presidente de l' Asociación Pienpared,6,1,declarations/125052_Juan_Carlos_GIRAUTA_VIDAL.pdf
202036,Sunčana GLAVAK,Croatia,Group of the European People's Party (Christian Democrats),Member of the European Parliament Public Information mjesečno || Sveučilište Sjever - asistent 190 || Savjetnica predsjednika HDZ-a || Članica županijskog predsjedništva HDZ-a || Članica nacionalnog predsjedništva zajednice žena HDZ-a || Predsjednica Županijske organizacije zajednice žena || Međunarodna tajnica zajednice žena HDZ-a Katarina Zrinski || Potpredsjednica SME Europe XHR,Savjetnica predsjednika HDZ-a || Članica županijskog predsjedništva HDZ-a || Članica nacionalnog predsjedništva zajednice žena HDZ-a || Predsjednica Županijske organizacije zajednice žena || Međunarodna tajnica zajednice žena HDZ-a Katarina Zrinski || Potpredsjednica SME Europe XHR,8,6,declarations/202036_Sunčana_GLAVAK.pdf
197443,Andreas GLÜCK,Germany,Renew Europe Group,Europaabgeordneter öffentliche Informationenmonatlich || Facharzt für Chirurgie (einkommen variiert leicht je nach Monatsarbeitsstunden) - Kreiskliniken Reultingen1400,,2,0,declarations/197443_Andreas_GLÜCK.pdf
197694,Raphaël GLUCKSMANN,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Député européen information publiqueMensuelle || Ecrivain Allary Editions - 2024 3300 || Ecrivain Allary Editions - 2023 4000 || Ecrivain Allary Editions - 2022 5900 || Ecrivain Allary Editions - 2021 4823 || Co-Président de Place publique,Co-Président de Place publique,6,1,declarations/197694_Raphaël_GLUCKSMANN.pdf
840,Charles GOERENS,Luxembourg,Renew Europe Group,Membre du Parlement européen Information publiqueMonthly || Foyer Finance - administrateur indépendant 43000 || Gérant de S-M-H SARL || Président - Témoins de la 2ème génération A.S.B.L || Vice-président - Amis du Fonds Global || Membre du CA - Fondation Mémoire de la ShoahXEN,Gérant de S-M-H SARL || Président - Témoins de la 2ème Génération A.S.B.L. || Vice-Président - Amis du Fonds Global,6,3,declarations/840_Charles_GOERENS.pdf
256919,Christophe GOMART,France,Group of the European People's Party (Christian Democrats),"Cadre dirigeant - unibail rodamco westfield et Retraité militaire Armée de Terre2021: 303535EUR, 2022: 316936EUR, 2023: 323632EUR.montant annuel (net fiscal) pour les deux activités || Droits d'auteur 2021: 11325EUR, 2022: 5833EUR, 2023: 1706EUR.montant annuel (net fiscal) || Auto-entrepreneur - Conseil en entreprise et expertise (médias et conférences)88082 || Dirigeant SASU treize associés - Conseil aux entreprises, conférences, médias depuis Octobre 2023 || Conseil d'administration think tank Synopia || Conseil d'administration de l'association des écrivains combatantsXFR","Dirigeant SASU treize associés - Conseil aux entreprises, conférences, médias depuis Octobre 2023 || Conseil d'administration think tank Synopia || Conseil d'administration de l'association des écrivains combattantsXFR",6,3,declarations/256919_Christophe_GOMART.pdf
257075,Isilda GOMES,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Presidente da Câmara Municipal de Portimão 112730 || President of the NAT commission of the Committee of the Regions41651 || Membro do Secretariado Nacional do PS XPT,Membro do Secretariado Nacional do PS XPT,3,1,declarations/257075_Isilda_GOMES.pdf
256997,Sandra GÓMEZ LÓPEZ,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,"Vicealcaldesa de València 79000 || Presidenta AUMSA || Presidenta de ""Plan Cabanyal"" || Concejala de Urbanismo || Portavoz del grupo municipal Socialista || Secretaria General del PSOE - Valencia",Secretaria General del PSOE - Valencia,6,1,declarations/256997_Sandra_GÓMEZ_LÓPEZ.pdf
257059,Bruno GONÇALVES,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Secretary General at IUSY 3500 || Technology Analyst at Accenture 1300 || Member of the Municipal Assembly of Braga 74 || Comentador em NOW News 800,,4,0,declarations/257059_Bruno_GONÇALVES.pdf
257079,Sérgio GONÇALVES,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Vice Presidente e Deputado Assembleia Legislativa da Regiao Autonoma da Madeira55401 || Membro do Conselho Economico e Social 144 || Presidente PS Madeira 2022-2023 || Membro Secretariado Nacional do PS || Owner - Never Before Lda XPT,Owner of the Company in Business Consultancy Never before LdaXPT,5,1,declarations/257079_Sérgio_GONÇALVES.pdf
197718,Nicolás GONZÁLEZ CASARES,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Miembro del Parlamento Europeo Información pública Mensual || Directiva de la Asociación Roteiros de Lalín || Miembro del Comité Ejecutivo del PSDEG - PSOEXES,Directiva de la Asociación Roteiros de Lalín || Miembro del Comité Ejecutivo del PSDEG - PSOEXES,3,2,declarations/197718_Nicolás_GONZÁLEZ_CASARES.pdf
125027,Esteban GONZÁLEZ PONS,Spain,Group of the European People's Party (Christian Democrats),Miembro del Parlamento Europeo información pública Mensual || Diputado al Congreso en España 3158 || Vice-Secretario General Partido Popular gastos - 2900 || Autor de novelas derechos de autor - 7600,Vice-Secretario Partido Popular,4,1,declarations/125027_Esteban_GONZÁLEZ_PONS.pdf
257102,Giorgio GORI,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sindaco di Bergamo 108618 || Presidente Fondazione Accademia Carrara || Presidente Fondazione Bergamo nella Storia || FONDAZIONE LEGLER PER LA STORIA ECONOMICA E SOCIALE DI BERGAMO ISTITUTO DI STUDI E RICERCHE || FONDAZIONE BERGAMO NELLA STORIA ONLUS || PROMOBERG || ASSOCIAZIONE CANCRO PRIMO AIUTO ONLUS || BERGAMO CENTRO L'ASSOCIAZIONE DEL DISTRETTO URBANO DEL COMMERCIO DI BERGAMO || FONDAZIONE FABRIZIO DE ANDRE' ONLUSXIT,,9,0,declarations/257102_Giorgio_GORI.pdf
257055,Małgorzata GOSIEWSKA,Poland,European Conservatives and Reformists Group,Poseł na Sejm RP 238731 || Poseł na Sejm RP 237303 || Poseł na Sejm RP 174599 || Wiceprzewodnicząca Rady Programowej Polskiego Radia1352 || Członek Rady Programowej TVP Polonia 2366 || Przewodnicząca Rady Społecznej w dwóch ZOZ || Prezes Zarządu Fundacja Nasza Solidarność XPL,Wiceprzewodnicząca Rady Programowej Polskiego Radia1352 || Członek Rady Programowej TVP Polonia 2366 || Prezes Zarządu Fundacja Nasza Solidarność XPL,7,3,declarations/257055_Małgorzata_GOSIEWSKA.pdf
97399,Dirk GOTINK,Netherlands,Group of the European People's Party (Christian Democrats),EPP Group staff 6000,,1,0,declarations/97399_Dirk_GOTINK.pdf
204419,Sandro GOZI,France,Renew Europe Group,"Membre du Parlement Européen Information publiqueMensuelle || Enseignant à l'Université de Genève - Années académiques jusqu'en 202312500 || Enseignant à Sciences Po Paris Années académiques depuis 2017 (en cours)700 || Vice-Président du Mouvement européen Italien depuis 2008 (Mandat en cours) || Membre de l'association ""Centro Motore"" depuis le 01/11/2018 || Membre de l'ONG ""nessuno tocchi Caino"" depuis 2007 (en cours) || Membre du Parti Radical Transnational Transpartisan depuis 2007 (en cours) || Président de l'association Europe - Inde (avant Italie-Inde) depuis 2006 (en cours) || Enseignant au Collège européen de Parme jusqu'en 2022 || Membre du conseil scientifique de l'European Council on Foreign Relations - Italy jusqu'en 2022 || Président de l'Union des fédéralistes européens depuis le 25/11/2018 -01/08/2023 || Secrétaire Général du Parti Démocrate EuropéenXFRFR","Vice-Président du Mouvement européen Italien depuis 2008 (Mandat en cours) || Membre de l'ONG ""nessuno tocchi Caino"" depuis 2007 (en cours) || Membre du Parti Radical Transnational Transpartisan depuis 2007 (en cours) || Président de l'association Europe - Inde (avant Italie-Inde) depuis 2006 (en cours)XFR",12,4,declarations/204419_Sandro_GOZI.pdf
124785,Maria GRAPINI,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,"Membru al Parlamentului European informatii publice Săptămânal || Presedinte Fondator al Asociatiei Femeilor Antreprenor din Romania || Presedinte Fondator al Fundatiei ""Speranta pentru V oi"" || Presedinte Fondator al Asociatiei Judetene pentru Protectia Pacientilor Timis || Presedinte Fondator al Asociatiei Seniorilor din Municipiul Timisoara || Membru al Organizatiei pentru drepturile omului din Romania- comisar || SC PASMATEX SA - Dividende 2022 150000","Presedinte Fondator al Asociatiei Femeilor Antreprenor din Romania || Presedinte Fondator al Asociatiei Femeilor Antreprenor din Romania || Presedinte Fondator al Fundatiei ""Speranta pentru V oi"" || Presedinte Fondator al Asociatiei Judetene pentru Protectia Pacientilor Timis || Presedinte Fondator al Asociatiei Seniorilor din Municipiul Timisoara || Membru al Organizatiei pentru drepturile omului din Romania- comisarXRO",7,6,declarations/124785_Maria_GRAPINI.pdf
256808,Petras GRAŽULIS,Lithuania,Europe of Sovereign Nations Group,"Lietuvos Seimo narys 2000 || Politines partijos Tauta ir teisingumas (centristai, tautininkai) pirmininkasXLT","Politines partijos Tauta ir teisingumas (centristai, tautininkai) pirmininkasXLT",2,1,declarations/256808_Petras_GRAŽULIS.pdf
197549,Markéta GREGOROVÁ,Czechia,Group of the Greens/European Free Alliance,poslankyně Evropského parlamentu veřejné informace měsíční || místopředsedkyně strany || Členka správní rady - Institut π (Pirátský politický institut) (do prosince 2023)XCS,"místopředsedkyně strany || spoluzakladatelka neziskové organizace CyberLadies, z.s.XCS",3,2,declarations/197549_Markéta_GREGOROVÁ.pdf
220908,Branko GRIMS,Slovenia,Group of the European People's Party (Christian Democrats),Poslanec slovenskega parlamenta 4588 || Član Sveta Mestne občine Kranj 200 || Član izvršnega odbora Slovenske demokratske strankeXSL,Član izvršnega odbora Slovenske demokratske strankeXSL,3,1,declarations/220908_Branko_GRIMS.pdf
94649,Catherine GRISET,France,Patriots for Europe Group,Membre du Parlement Européen Information publiqueMensuelle || Trésorière ID PARTY depuis le 28/02/2024,Trésorière ID PARTY depuis le 28/02/2024,2,1,declarations/94649_Catherine_GRISET.pdf
262021,Hanna GRONKIEWICZ-WALTZ,Poland,Group of the European People's Party (Christian Democrats),"Profesor Uniwersytetu Warszawskiego, Wydział Prawa i Administracji92152 || Przewodnicząca misji doradczej Klimatyczno-neutralne i inteligentne miasta przy Komisji Europejskiej7875",,2,0,declarations/262021_Hanna_GRONKIEWICZ-WALTZ.pdf
197780,Bart GROOTHUIS,Netherlands,Renew Europe Group,Lid van het Europees Parlement openbare informatie per maand || Lid van Lions Club V oorburg XNL,Lid van Lions Club V oorburg XNL,2,1,declarations/197780_Bart_GROOTHUIS.pdf
256830,Elisabeth GROSSMANN,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Bundesrätin 5175 || Lehrbeauftragte FH Campus Wien 4800 || Aufsichtsratsvorsitzende - Zentrum für Ausbildungsmanagement Steiermark (bis Ende Juni 2024) || Stellvertretende V orsitzende Zentren für Gewaltschutz Steiermark || V orsitzende der SPÖ Frauen Steiermark || Stellvertretende V orsitzende der SPÖ Steiermark || Mitglied des Bundesparteivorstands der SPÖ || Stellvertretende V orsitzende der SPÖ Regionalorganisation Graz Umgebung V oitsbergXDE,Stellvertretende V orsitzende Zentren für Gewaltschutz Steiermark || V orsitzende der SPÖ Frauen Steiermark || Stellvertretende V orsitzende der SPÖ Steiermark || Mitglied des Bundesparteivorstands der SPÖ || Stellvertretende V orsitzende der SPÖ Regionalorganisation Graz Umgebung V oitsbergXDE,8,5,declarations/256830_Elisabeth_GROSSMANN.pdf
197557,Christophe GRUDLER,France,Renew Europe Group,Administrateur de l'OGEC Sainte Marie Belfort || Auteur de livres || Président du Mouvement Démocrate du Territoire de Belfort et membre du Conseil National du Mouvement Démocrate || Membre du Bureau Exécutif National du Mouvement Démocrate || PDG SAS Les Editions du Lion || Conseiller Municipal de Belfort || Membre du Parlement Europeen Information PubliqueAnnuelleFR,PDG des Editions du lion || Administrateur de l'OGEC Saint Marie de Belfort || Auteur de livres || Président du Mouvement démocrate du territoire de Belfort || Membre du bureau exécutif national du Mouvement démocrate || Conseiller municipal de la ville de Belfort,7,6,declarations/197557_Christophe_GRUDLER.pdf
197618,Elisabetta GUALMINI,Italy,Renew Europe Group,"Membro del Parlamento europeo Informazione pubblicaAnnuale || Collaborazione con Huffington Post Italia 100 || Membro del comitato scientifico di IA, istituto di formazione CISLXIT","Partecipazione al Comitato scientifico dello IAL (Innovazione, Apprendimento e Lavoro) .XIT",3,1,declarations/197618_Elisabetta_GUALMINI.pdf
257130,Cristina GUARDA,Italy,Group of the Greens/European Free Alliance,Consigliere Regione Veneto 108000 || Imprenditrice agricola presso De' Metra di Cristina GuardaXIT,,2,0,declarations/257130_Cristina_GUARDA.pdf
197543,Bernard GUETTA,France,Renew Europe Group,"Député européen information publiqueMensuelle || Auteur Flammarion 15000 || Membre du Conseil d'Administration et du Bureau d'European Endowment for Democracy, mandaté par le Parlement européenXFR","Membre du Conseil d'Administration et du Bureau d'European Endowment for Democracy, mandaté par le Parlement européenXFR",3,1,declarations/197543_Bernard_GUETTA.pdf
