ep_id,name,country,group,section_a_items,section_c_items,section_a_count,section_c_count,pdf_path
256810,Mika AALTOLA,Finland,Group of the European People's Party (Christian Democrats),Director of the Finnish Institute of International Affairs12150 || Professor of International Relations at Tallin University1050 || Board Member of Artic Center University of Lapland300,Board Member of Artic Center University of Lapland300,3,1,declarations/256810_Mika_AALTOLA.pdf
257043,Maravillas ABADÍA JOVER,Spain,Group of the European People's Party (Christian Democrats),"Funcionaria habilitada nacional - Secretaria General Ayuntamiento de Alcantarilla, Murcia5485 || Presidenta Colegio Oficial de Secretarios, Interventores y Tesoreros de Administración local con habilitación nacional de la Región de Murcia || V ocal Asociación de padres y protectores de minusválidos psíquicos (ASPAPROS) || Formadora en cursos de diferentes plataformas500 || Autora de diferentes publicaciones 250",,5,0,declarations/257043_Maravillas_ABADÍA_JOVER.pdf
197490,Magdalena ADAMOWICZ,Poland,Group of the European People's Party (Christian Democrats),Poseł do Parlamentu Europejskiego informacja publicznamiesięcznie || Komisja Prawa Morskiego PAN || Polskie Stowarzyszenie Prawa Morskiego PMLA || Międzynarodowy Ruch Europejski || Fundacja Instytut Pawła Adamowicza Gdańsk || Wykladowca akademicki - Uniwersystet Gdański4940 || Wykladowca akademicki - AWFiS Gdańsk 4382 || Członkostwo w radzie nadzorczej - TUW Warszawa5062 || Członkostwo w radzie nadzorczej - Transrem sp. z o.o.3535 || Dochód z najmu 17608,Fundacja Instytut Pawła Adamowicza Gdańsk || Międzynarodowy Ruch Europejski || Komisja Prawa Morskiego PAN || Polskie Stowarzyszenie Prawa Morskiego PMLAXPL,10,4,declarations/197490_Magdalena_ADAMOWICZ.pdf
256820,Georgios AFTIAS,Greece,Group of the European People's Party (Christian Democrats),Δημοσιογράφος τηλεοπτικού σταθμού ΣΚΑΙ 11000 || Καθηγητής δημοσιογραφίας στο Ιδιωτικό ΙΕΚ Όμηρος50,,2,0,declarations/256820_Georgios_AFTIAS.pdf
256987,Oihane AGIRREGOITIA MARTÍNEZ,Spain,Renew Europe Group,"Directora General de Buen Gobierno, Atencion Ciudadana y Servicios Digitales en la Diputacion Foral de Bizkaia (desde julio del 2023 hasta el 15 de julio de 2024), se indica el salario mensual bruto del mes de mayo del 20246739 || Tecnico del Departamento de Atencion y Gestion del Negocio en Lantik SA (desde mediados de junio de 2023 hasta principios de julio 2023). Se indican los ingresos obtenidos en ese periodo segun 10T para la declaracion de la Renta del año 20238046 || Concejala en el Ayuntamiento de Bilbao (desde junio del 2011 hasta junio del 2023, se indica el salario bruto del 10T de cara a la declaracion de la renta 2023 correspondiente a los 6 meses del año 2023 trabajados en esa institucion.)37523 || Miembro de Patronato de BiscayTIK Fundacion Publica Foral || Miembro de Consejo de Administracion de Garbiker Sociedad Publica Foral || Miembro del Consejo de Administracion de Lantik SA, Sociedad Publica Foral || Miembro del Consejo de Administracion de Zugaztel, Sociedad Publica Foral || Presidenta de la socidedad Publica Municipal BilbaoTIK y Presidenta de su Consejo de AdministracionXES",,8,0,declarations/256987_Oihane_AGIRREGOITIA_MARTÍNEZ.pdf
113523,Peter AGIUS,Malta,Group of the European People's Party (Christian Democrats),European Public Official 15000,,1,0,declarations/113523_Peter_AGIUS.pdf
197403,Alex AGIUS SALIBA,Malta,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Membru tal-Parlament Ewropew Informazzjoni pubblikakull xaharMT,Ezekuttiv Nazzjonali u Grupp Parlamentari tal-Partit LaburistaXMT,1,1,declarations/197403_Alex_AGIUS_SALIBA.pdf
256956,Galato ALEXANDRAKI,Greece,European Conservatives and Reformists Group,Συνταξιούχος 750,,1,0,declarations/256956_Galato_ALEXANDRAKI.pdf
256869,Grégory ALLIONE,France,Renew Europe Group,Membre du Conseil d'Administration de la Fédération Nationale de Sapeurs Pompiers de France || Directeur École Nationale des officiers de sapeurs pompiers133551 || Directeur du service departemental d'incendie et de secours des Bouches du Rhône106233 || Directeur du service departemental d'incendie et de secours des Bouches du Rhône106023,Membre du Conseil d'Administration de la Fédération Nationale de Sapeurs Pompiers de France || Officier des sapeurs pompiers volontaires,4,2,declarations/256869_Grégory_ALLIONE.pdf
197400,Abir AL-SAHLANI,Sweden,Renew Europe Group,Member of the European Parliament Public Information Månadsvis || Member of board National Centre Party XSV,Member of board National Centre Party XSV,2,1,declarations/197400_Abir_AL-SAHLANI.pdf
256858,Nikolaos ANADIOTIS,Greece,Non-attached Members,"Συμμετοχή σε προωθητικές ενέργειες σε μέσα κοινωνικής δικτύωσης (έτος 2021 έως Ιούνιο || 21162 || Παροχή υπηρεσιών ως καθηγητής φυσικής αγωγής - γυμναστής (έτη 2022-2023)1440 || Υπηρεσίες ηθοποιού - συμμετοχή στο τηλεοπτικό παιχνίδι ""My Celebrity get me out of here"" στον τηλεοπτικό σταθμό ΣΚΑΙ.90000",,4,0,declarations/256858_Nikolaos_ANADIOTIS.pdf
197475,Christine ANDERSON,Germany,Europe of Sovereign Nations Group,Mitglied des EU-Parlaments öffentliche Informationmonatlich || Mitglied im Kreistag Fulda 100,Mitglied im Kreistag Fulda 100,2,1,declarations/197475_Christine_ANDERSON.pdf
256805,Li ANDERSSON,Finland,The Left group in the European Parliament - GUE/NGL,Member of the Finnish Parliament 62513 || Member of the Finnish Parliament 41910 || Member of the Finnish Parliament 68065 || Member of the Finnish Government 63342 || Member of the Finnish Government 131556 || Member of the Finnish Government 75525 || Member of the City Council of Turun Kaupunki3340 || Member of the City Council of Turun Kaupunki1620 || Member of the City Council of Turun Kaupunki1440 || Member of the Regional Council of Southwest Finland136 || Regional Council for Social and HealthCare - V ARHA1260 || Regional Council for Social and HealthCare - V ARHA1260 || Journalistic contribution in HBL 1200 || Journalistic contribution in HBL 360 || Member of the Governing Council Yleisradio4800,Member of the City Council of Turun Kaupunki1500 || Regional Council for Social and HealthCare - V ARHA1300 || Member of the Regional Council of Southwest Finland140,15,3,declarations/256805_Li_ANDERSSON.pdf
197448,Rasmus ANDRESEN,Germany,Group of the Greens/European Free Alliance,Mitglied des Europäischen Parlaments öffentliche Informationenmonatlich || Hochschulrat FH Westküste || V orstand Grüne Wirtschaftsvereinigung || Stv. Mitglied im Aufsichtsrat der Wirtschaftsförderungs- und Regionalentwicklungsgesellschaft Flensburg/ Schleswig mbH (WiREG)XDE,Hochschulrat FH Westküste || V orstand Grüne Wirtschaftsvereinigung || Stv. Mitglied im Aufsichtsrat der Wirtschaftsförderungs- und Regionalentwicklungsgesellschaft Flensburg/ Schleswig mbH (WiREG)XDE,4,3,declarations/197448_Rasmus_ANDRESEN.pdf
204332,Barry ANDREWS,Ireland,Renew Europe Group,Member of the European Parliament Public informmationMonthlyEN,,1,0,declarations/204332_Barry_ANDREWS.pdf
130881,Mieke ANDRIESE,Netherlands,Patriots for Europe Group,APA EP 10e termijn 9831 || APA EP 9e termijn 6471,,2,0,declarations/130881_Mieke_ANDRIESE.pdf
119652,Vytenis Povilas ANDRIUKAITIS,Lithuania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Honorable President of the LSDP || Special Envoy and Special Adviser of WHO Europe Bureau for UHC for European Region || Member of the Board of the UHC 2030 Movement of United Nations (until 2023) || Member of the Board of TBVI || Commissioner of the ECECACD || Chair of the Alliance of all Policies for Healthy Europe || Founder of the EIHSD,Honorable President of the LSDP || Member of the Board of TBVI || Commissioner of the ECECACD || Chair of the Alliance of all Policies for Healthy Europe || Founder of the EIHSD || Special Envoy and Special Adviser of WHO Europe Bureau for UHC for European RegionXEN,7,6,declarations/119652_Vytenis_Povilas_ANDRIUKAITIS.pdf
197691,Mathilde ANDROUËT,France,Patriots for Europe Group,Députée européenne information publiqueMensuelle || Présidente de la Fondation européenne ID || Déléguée nationale à l'événementiel - Rassemblement NationalXFR,Présidente de la Fondation européenne ID || Déléguée nationale à l'événementiel - Rassemblement NationalXFR,3,2,declarations/197691_Mathilde_ANDROUËT.pdf
202073,Marc ANGEL,Luxembourg,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Member of the European Parliament Public Information Monthly || President - LCTO Luxembourg City Tourist Office || Honorary Consul of the Republic of Cape Verde in LuxembourgXEN,President - LCTO Luxembourg City Tourist Office || Honorary Consul of the Republic of Cape Verde in Luxembourg || UNAIDS RED RIBBON LEADER for the 10-10-10 societal enabler targets || Fanfares des Faubourgs FOFA || Chorale Mixte du Conservatoire de la Ville de LuxembourgXEN,3,5,declarations/202073_Marc_ANGEL.pdf
124973,Gerolf ANNEMANS,Belgium,Patriots for Europe Group,"LID || Jan Breydel vzw, lid algemene vergadering en raad van bestuur || Kamiel van Damme vzw, lid algemene vergadering en raad van bestuur || Antwerps V ormingsinstituut vzw, lid algemene vergadering en raad van bestuur || Vlaams Belang-Vlaams Brabant vzw, lid algemene vergadering en raad van bestuur || Nationalistisch V ormingsinstituut Limburg vzw, lid algemene vergadering en raad van bestuur || stad Antwerpen, gemeenteraadslid 499 || Egmont vzw, lid algemene vergadering en raad van bestuur || Vrijheidsfonds vzw, lid algemene vergadering en raad van bestuur || EUROPESE PARTIJ 'IDENTITEIT EN DEMOCRATIE', voorzitter || STICHTING 'IDENTITEIT EN DEMOCRATIE', bestuurder || KAREL DILLENFONDS VZW, lid algemene vergaderingXNLNL","EGMONT vzw, lid algemene vergadering en raad van bestuur || VRIJHEIDSFONDS VZW, lid algemene vergadering en raad van bestuur || EUROPESE PARTIJ 'IDENTITEIT EN DEMOCRATIE', voorzitter || STICHTING 'IDENTITEIT EN DEMOCRATIE', bestuurder || ANTWERPS VORMINGSINSTITUUT VZW, lid algemene vergadering || VLAAMS BELANG VLAAMS BRABANT VZW, lid algemene vergadering || NATIONALISTISCH VORMINGSINSTITUUT LIMBURG VZW, lid algemene vergadering || KAMIEL V AN DAMME VZW, lid algemene vergadering || JAN BREYDEL VZW, lid algemene vergadering || ALGEMEEN VLAAMS BELANG VZW, lid algemene vergadering || KAREL DILLENFONDS VZW, lid algemene vergadering || ALGEMEEN VLAAMS BELANG VZW, lid algemene vergaderingXNL",12,12,declarations/124973_Gerolf_ANNEMANS.pdf
257123,Lucia ANNUNZIATA,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,"Conduttrice RAI 407453 || Conduttrice RAI 296832 || Conduttrice RAI (fino a Giugno 2023) 288194 || Editorialista di ""La Stampa"" (fino a Aprile || 17250 || Conduttrice Radio ""Sole 24Ore"" (da Ottobre 2023 fino a Aprile 2024)31850 || Consulente per l'ufficio comunicazione di Banca IFIS (da Giugno 2023 ad Aprile 2024)120000 || Speaking engagement, contratto FIDEURAM. ELEPHASE (attivitá occasionale prestata una singola volta)18000 || Autore del libro ""L'inquilino"" (editore Feltrinelli, uscito nel 2021)37000 || Membro dell'esecutivo di ASPEN Institute",Membro dell'esecutivo di ASPEN Institute,10,1,declarations/257123_Lucia_ANNUNZIATA.pdf
257138,Giuseppe ANTOCI,Italy,The Left group in the European Parliament - GUE/NGL,Quadro bancario presso Gruppo Bancario ICCREA110000 || Presidente Onorario Fondazione Caponnetto,Presidente Onorario Fondazione Caponnetto,2,1,declarations/257138_Giuseppe_ANTOCI.pdf
96808,Pablo ARIAS ECHEVERRÍA,Spain,Group of the European People's Party (Christian Democrats),Diputado al Parlamento europeo información pública Anual || Junta Directiva Nacional del Partido Popular || COMITE EJECUTIVO REGIONAL MADRIDXES,Junta Directiva Nacional del Partido Popular || COMITE EJECUTIVO REGIONAL MADRIDXES,3,2,declarations/96808_Pablo_ARIAS_ECHEVERRÍA.pdf
24922,Pascal ARIMONT,Belgium,Group of the European People's Party (Christian Democrats),Mitglied des Europäischen Parlaments öffentliche Informationmonatlich || Verwaltungsrat Interessengemeinschaft Büllingen || Präsident der CSP || Beratendes Mitglied des Parlaments der Deutschsprachigen Gemeinschaft BelgiensXDE,Beratendes Mitglied des Parlaments der Deutschsprachigen Gemeinschaft BelgiensXDE,4,1,declarations/24922_Pascal_ARIMONT.pdf
197492,Bartosz ARŁUKOWICZ,Poland,Group of the European People's Party (Christian Democrats),Poseł do Parlamentu Europejskiego informacja publicznamiesięcznie || Poseł na Sejm RP 104962,,2,0,declarations/197492_Bartosz_ARŁUKOWICZ.pdf
256829,Sakis ARNAOUTOGLOU,Greece,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,"Δημόσιος Υπάλληλος Ιδιωτικού Δικαίου στην ΕΡΤ3, Δημοσιογράφος και Αρχισυντάκτης του Δελτίου Καιρού του καναλιού1050 || Εκφωνητής τρίλεπτου δελτίου καρού σε πρωινή ραδιοφωνική εκπομπή στο Sfera Fm500 || Εντεταλμένος σύμβουλος καθαριότητας και πολιτικής προστασίας του Δήμου Θεσσαλονίκης (από Ιανουάριο 2024)50",,3,0,declarations/256829_Sakis_ARNAOUTOGLOU.pdf
256951,Anja ARNDT,Germany,Europe of Sovereign Nations Group,Bachelor-Professional-Studium zur staatlich geprüften Betriebswirtin || Mini-Job in einer Unternehmensberatung (bis || 04.2024)450 || V orsitzende des AfD-Kreisverbands Ostfriesland (seit 30.08.2022) || Helfendes Familienmitglied - Arno Arndt UnternehmensberatungXDE,V orsitzende des AfD-Kreisverbands Ostfriesland || Helfendes Familienmitglied - Arno Arndt UnternehmensberatungXDE,5,2,declarations/256951_Anja_ARNDT.pdf
197701,Konstantinos ARVANITIS,Greece,The Left group in the European Parliament - GUE/NGL,Μέλος Ευρωπαϊκού Κοινοβουλίου Δημόσια πληροφορίαΜηνιαίωςEL,,1,0,declarations/197701_Konstantinos_ARVANITIS.pdf
257015,Jaume ASENS LLODRÀ,Spain,Group of the Greens/European Free Alliance,Diputado Congreso 51172,,1,0,declarations/257015_Jaume_ASENS_LLODRÀ.pdf
28307,Francisco ASSIS,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,"Presidente do Conselho Económico e Social de Portugal5500 || Deputado na Assembleia da República 5000 || Professor Universitário, Historia do pensamento politico ocidental400 || Presidente do Conselho Geral do Instituto Politécnico do PortoXPT",Presidente do Conselho Geral do Instituto Politécnico do PortoXPT,4,1,declarations/28307_Francisco_ASSIS.pdf
256934,Daniel ATTARD,Malta,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Officer in Ministry for Foreign Affairs and European Affairs in Malta31400 || Legal Adviser Ministry for Justice Malta 25424 || Board Member Interconnect Malta 3060 || Board Member Residency Malta Agency 1752 || Council Member at Mtarfa Local Council 2372 || Part-time self employed Lawyer 6000,,6,0,declarations/256934_Daniel_ATTARD.pdf
197533,Manon AUBRY,France,The Left group in the European Parliament - GUE/NGL,Députée européenne information publiqueMensuelleFR,,1,0,declarations/197533_Manon_AUBRY.pdf
256929,René AUST,Germany,Europe of Sovereign Nations Group,Abgeordneter des Thüringer Landtages 6548 || Kreistagsmitglied Schmalkalden-Meiningen 200 || V orstandsmitglied des AfD-Landesverbandes ThüringenXDE,V orstandsmitglied des AfD-Landesverbandes Thüringen || Kreistagsmitglied Schmalkalden-Meiningen 200,3,2,declarations/256929_René_AUST.pdf
124766,Petras AUŠTREVIČIUS,Lithuania,Renew Europe Group,"Europos Parlamento narys public information Kas mėnesį || Vilniaus Universitetas, Ekonomikos fakultetas, Alumni Tarybos pirmininkas || Antiastravinio sajudzio tarybos pirmininkas XLT",Vilniaus UNiversiteto Ekonomikos ir verslo administravimo fakuleto Alumni tarybos pirminnkas || Antiastravinio sajudzio tarybos pirmininkas XLT,3,2,declarations/124766_Petras_AUŠTREVIČIUS.pdf
257117,Adrian-George AXINIA,Romania,European Conservatives and Reformists Group,Deputat în Parlamentul României 10951 || Vicepreședinte al AUR || 100% din acțiuni ale SC AXIAL PROCON SRL765000,Vicepreședinte al AUR XRO,3,1,declarations/257117_Adrian-George_AXINIA.pdf
197781,Malik AZMANI,Netherlands,Renew Europe Group,"Lid van het Europees Parlement Openbare informatieper maand || Vice President of the Alliance of Liberals and Democrats for Europe Party (ALDE) || Member of the Supervisory Board of the Association for Democracy, Justice and Free Speech (Stichting DRVW)XNL","Vice President of the Alliance of Liberals and Democrats for Europe Party (ALDE) || Member of the Supervisory Board of the Association for Democracy, Justice and Free Speech (Stichting DRVW)XNL",3,2,declarations/197781_Malik_AZMANI.pdf
256936,Thomas BAJADA,Malta,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,"Vice-President and Secretary - Soċjetà Filarmonika Leone AD 1863 (Victoria, Malta) || Technical Attaché (Fisheries) - Permanent Representation of Malta to the EU (Brussels, Belgium)31397 || Policy Consultant, Ministry for Agriculture, Fisheries and Animal Rights (Malta)21236",,3,0,declarations/256936_Thomas_BAJADA.pdf
257003,Jeannette BALJEU,Netherlands,Renew Europe Group,Gedeputeerde (regional minister) Zuid- Holland (tot 10/07/2024)120000 || lid van het comite van de regio's (CoR) (tot || MARIN - lid Raad van toezicht (vanaf 06/2022)2000 || lid Raad van Toezicht Stichting O. (voorheen operadagen) (vanaf 2022) || voorzitter Raad van Advies Nederland Distributieland (NDL) (2021-07/2024) || Lid bestuur Stichting de Doelen Steunfonds Rotterdam (van 2016 tot 2023) || lid Stichting Ondernemersbelangen Rotterdam (van 2021 tot 07/2024) || voorzitter Railforum (van 2016 tot 2022) XNL,MARIN - lid Raad van toezicht (vanaf 06/2022)2000 || lid Raad van Toezicht Stichting O. (voorheen operadagen) (vanaf 2022)XNL,8,2,declarations/257003_Jeannette_BALJEU.pdf
247735,Laura BALLARÍN CEREZA,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,"Member of the European Parliament Public information Monthly || Head of Cabinet of S&D Group President, until September 202396024 || Member of the Executive Board of the Party of Catalan Socialists || Member of the Executive Board of the Catalan Council of the European MovementXEN",Member of the Executive Board of the Party of Catalan Socialists || Member of the Executive Board of the Catalan Council of the European MovementXEN,4,2,declarations/247735_Laura_BALLARÍN_CEREZA.pdf
131580,Jordan BARDELLA,France,Patriots for Europe Group,Député européen information publiqueMensuelle || Président du Rassemblement National || Conseiller régional Ile de France 2021-2028,Président du Rassemblement National || Conseiller régional Ile de France 2021-2028,3,2,declarations/131580_Jordan_BARDELLA.pdf
197433,Katarina BARLEY,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Mitglied des Europäischen Parlaments Öffentliche Informationmonatlich || SPD Parteivorstand || Mitglied des Kuratoriums des Instituts für Europäische Politik e. V . || Mitglied des Kuratoriums Europäisches Jugendparlament in Deutschland e. V . || Mitglied des Kuratoriums Cologne Aliance Gesellschaft e.V . || Mitglied des Kuratoriums Max-Planck- Institut || Mitglied des Kuratoriums Carlo Schmid Stiftung || Mitglied des Kuratoriums Stiftung Lesen || Beiratsmitglied des Jacques Delors Instituts – Berlin || Führungskräftecoaching / Mediation godipa (Gesellschaft bürgerlichen Rechts)5000,Mitglied des Kuratoriums des Instituts für Europäische Politik e. V . || Mitglied des Kuratoriums Europäisches Jugendparlament in Deutschland e. V . || Mitglied des Kuratoriums Cologne Aliance Gesellschaft e.V . || Mitglied des Kuratoriums Max-Planck- Institut || Mitglied des Kuratoriums Carlo Schmid Stiftung || Mitglied des Kuratoriums Stiftung Lesen || Beiratsmitglied des Jacques Delors Instituts – Berlin || Mitglied des Förderkreises der Hochschule Trier e. V .XDE,10,8,declarations/197433_Katarina_BARLEY.pdf
257110,Dan BARNA,Romania,Renew Europe Group,Deputat si Vicepreședinte în Parlamentul României (Camera deputatilor)156228 || Vicepreședinte al Partidului ALDE-Europa || Președinte și dupa vicepreședinte al USR (până în iunie 2024) || Secretar General - ARDD IDLO Alumni XRO,Vicepreședinte al Partidului ALDE-Europa || Secretar General - ARDD IDLO Alumni XRO,4,2,declarations/257110_Dan_BARNA.pdf
197684,Pernando BARRENA ARZA,Spain,The Left group in the European Parliament - GUE/NGL,Diputado del Parlamento Europeo información pública Mensual || Asistente Parlamentario Acreditado - Parlamento Europeo7000 || Miembro de la ejecutiva del partido político Euskal Herria BilduXES,Miembro de la ejecutiva del partido político Euskal Herria BilduXES,3,1,declarations/197684_Pernando_BARRENA_ARZA.pdf
257000,Stephen Nikola BARTULICA,Croatia,European Conservatives and Reformists Group,Saborski zastupnik 3100 || Profesor na Hrvatskom katoličkom sveučilištu1500 || Međunarodni tajnik Domovinskog pokreta 400 || Predsjednik Centra za obnovu kulture XHR,Predsjednik Centra za obnovu kulture || Međunarodni tajnik Domovinskog pokreta XHR,4,2,declarations/257000_Stephen_Nikola_BARTULICA.pdf
256852,Nikola BARTŮŠEK,Czechia,Non-attached Members,Sociolog v migrační a azylové politice na WIFI Horní Rakousko3000 || Učitel anglického jazyka ve společnosti WIFI Upper Austria1000 || Lektor jazykové školy Speváček 12000,,3,0,declarations/256852_Nikola_BARTŮŠEK.pdf
256948,Arno BAUSEMER,Germany,Europe of Sovereign Nations Group,Assistent der Abgeordneten des Landtags von Sachsen - Anhalt Margret Wendt5000 || Assistent des Abgeordneten des Landtags von Sachsen-Anhalt Felix Zietmann450 || V orsitzender der AfD-Fraktion im Stadtrat Stendal340 || V orsitzender des Rechnungsprüfungsausschusses des Stendaler Kreistages340 || Mitglied des Aufsichtsrats der Stendaler Wohnungsbaugesellschaft80 || Mitglied des V orstandes der AfD Sachsen- Anhalt (Ende Januar 2024) || Stellvertretender V orsitzender des AfD- Kreisverbandes StendalXDE,V orsitzender der AfD-Fraktion im Stadtrat Stendal340 || Mitglied des Aufsichtsrats der Stendaler Wohnungsbaugesellschaft80 || Stellvertretender V orsitzender des AfD- Kreisverbandes StendalXDE,7,3,declarations/256948_Arno_BAUSEMER.pdf
124760,Nicolas BAY,France,European Conservatives and Reformists Group,"Député européen information publiqueMensuelle || Membre du Bureau exécutif du parti politique (Rassemblement national) - 2018 à 2022 || Conseiller régional de Normandie (depuis || Président de l'association ""Convergences nationales"" (association sans activité depuis || Membre du Bureau exécutif et vice-président du parti politique français ""Reconquête !"" (de février 2022 à juin 2024)XFR","Président de l'association ""Convergences nationales"" (association sans activité depuis || Conseiller régional de Normandie, président du groupe des élus ""Reconquête"" (aucune rémunération en raison de l'écrêtement prévu par la législation française)XFR",5,2,declarations/124760_Nicolas_BAY.pdf
261797,Christophe BAY,France,Patriots for Europe Group,"Directeur de campagne de Marine Le Pen, support budgétaire association de financement de Marine Le Pen (AFE MLP)170500 || Parlement européen Administrateur de liaison AD 10 rattaché au groupe Identité et Démocratie en charge du bureau de liaison de Paris228000",,2,0,declarations/261797_Christophe_BAY.pdf
256887,Wouter BEKE,Belgium,Group of the European People's Party (Christian Democrats),"Regionaal Minister van Welzijn, Gezin, armoedebestrijding, V olksgezondheid (2019 tot mei 2022)250340 || Burgemeester van Leopoldsburg (Sinds mei || 6707 || Lid van de Kamer van V olksvertegenwoordigers (sinds mei 2022)8642 || Member of the General Assembly vzw Unitas || Member of the General Assembly vzw ceder || Member of the General Assembly vzw De Posthoorn || Lid van de raad van bestuur vzw Unitas Limburg || Lid van de raad van bestuur vzw Opbouwwerk Limburg || Member of the General Assembly vzw Dagcentrum 't BrugskeXNL",Member of the General Assembly vzw Unitas || Member of the General Assembly vzw ceder || Member of the General Assembly vzw De Posthoorn || Lid van de raad van bestuur vzw Unitas Limburg || Lid van de raad van bestuur vzw Opbouwwerk Limburg || Member of the General Assembly vzw Dagcentrum 't BrugskeXNL,10,6,declarations/256887_Wouter_BEKE.pdf
256947,Fredis BELERIS,Greece,Group of the European People's Party (Christian Democrats),Ενοικιαζόμενα δωμάτια στη Χιμάρα Αλβανίας (Militiko Himara) - τουριστική επιχείρηση2500,,1,0,declarations/256947_Fredis_BELERIS.pdf
197534,François-Xavier BELLAMY,France,Group of the European People's Party (Christian Democrats),Député européen information publiqueMensuelle || Auteur - Editions Grasset 15000 || Président de l'association Philia || Président de l'association Servir || Président de l'association Agir pour la France en EuropeXFR,Président de l'association Philia || Président de l'association Servir || Président de l'association Agir pour la France en EuropeXFR,5,3,declarations/197534_François-Xavier_BELLAMY.pdf
197658,Dragoş BENEA,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,membru al Parlamentului European Informații destinate publiculuiLunar || Vicepresedinte Partidul Social Democrat || Presedinte PSD Bacau XRO,Vicepresedinte Partidul Social Democrat || Presedinte PSD Bacau XRO,3,2,declarations/197658_Dragoş_BENEA.pdf
124867,Brando BENIFEI,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,"Deputato al Parlamento Europeo Informazione pubblicaMensile || Membro del board ""MSP Italia"" || Membro del board ""Spinelli Group"" || Membro del board ""European Movement International"" || Membro steering committee EFF - || Membro advisory board RE-IMAGINE || Membro politivo del forum K4I - KNOWLEDGE FOR INNOV ATION || Membro politico steering committee EIF - || Membro federal committee UEF - UNION || Membro board “FONDAZIONE DEMO” || Co-presidente del ""MEP Heart Group"" || Vicepresidente dell'intergruppo ""DISABILITÀ"" [IG9-11] del Parlamento EuropeoXIT",Membro board MSP || Membro board SPINELLI GROUP || Membro steering committee EFF - || Membro advisory board RE-IMAGINE || Membro politico steering committee EIF - || Membro federal committee UEF - UNION || Membro board “FONDAZIONE DEMO”,12,7,declarations/124867_Brando_BENIFEI.pdf
197679,Isabel BENJUMEA BENJUMEA,Spain,Group of the European People's Party (Christian Democrats),PATRONATO FUNDACION EDUCACION CATOLICA || PATRONATO FUNDACIÓN FAES || MIEMBRO DEL PARLAMENTO,PATRONATO FUNDACION EDUCACION CATOLICA || PATRONATO FUNDACIÓN FAES,3,2,declarations/197679_Isabel_BENJUMEA_BENJUMEA.pdf
23868,Monika BEŇOVÁ,Slovakia,Non-attached Members,Poslanec Európskeho Parlamentu Verejné informácie mesačne || Predseda Nadácia Solidarita XSK,,2,0,declarations/23868_Monika_BEŇOVÁ.pdf
197408,Hildegard BENTELE,Germany,Group of the European People's Party (Christian Democrats),Mitglied des Europäischen Parlaments Öffentliche Informationmonatlich || Stellvertretende V orsitzende der Europa Union Berlin || Mitglied der CDU Deutschlands || Mitglied qua Amt Landesvorstand CDU Berlin || Mitglied qua Amt Kreisvorstand CDU Tempelhof-Schöneberg || Mitglied Ortsvorstand CDU Lichtenrade || Mitglied des Trägervereins der Europäischen Akademie Berlin || Mitglied im Beirat der Berliner Stadtreinigung (https://www.bsr.de/beirat- der-berliner-stadtreinigung-23224.php) - Seit Dezember 2023550,Stellvertretende V orsitzende der Europa Union Berlin || Mitglied der CDU Deutschlands || Mitglied qua Amt Landesvorstand CDU Berlin || Mitglied qua Amt Kreisvorstand CDU Tempelhof-Schöneberg || Mitglied Ortsvorstand CDU Lichtenrade || Mitglied des Trägervereins der Europäischen Akademie Berlin || Mitglied im Beirat der Berliner Stadtreinigung (https://www.bsr.de/beirat- der-berliner-stadtreinigung-23224.php) - Seit Dezember 2023550,8,7,declarations/197408_Hildegard_BENTELE.pdf
197410,Stefan BERGER,Germany,Group of the European People's Party (Christian Democrats),Mitglied des Europäischen Parlaments Öffentliche Informationmonatlich || Vize-Präsident ASB-NRW || Stv. V orsitzender der CDU im Kreis Viersen,Vize-Präsident ASB-NRW || Stv. V orsitzender der CDU im Kreis Viersen,3,2,declarations/197410_Stefan_BERGER.pdf
256960,Sibylle BERG,Germany,Non-attached Members,Schriftstellerin und Dramatikerin 150000,,1,0,declarations/256960_Sibylle_BERG.pdf
4746,Sergio BERLATO,Italy,European Conservatives and Reformists Group,Deputato al Parlamento Europeo Informazione PubblicaAnnuale || Presidente Nazionale per l'associazione per la Cultura Rurale || Segretario Generale della Confederazione delle Associazioni Venatorie Italiane || Segretario Generale dell'Associazione Cacciatori VenetiXIT,Presidente Associazione per la Cultura Rurale || Segretario Generale dell'Associazione Cacciatori Veneti || Segretario Generale della Confederazione delle Associazioni Venatorie ItalianeXIT,4,3,declarations/4746_Sergio_BERLATO.pdf
